ID,Questions,Responses
186,q5_I've heard of Dask but I don't use it,1
187,q5_I've heard of Dask but I don't use it,1
188,q5_I've heard of Dask but I don't use it,1
189,q5_I've heard of Dask but I don't use it,0
190,q5_I've heard of Dask but I don't use it,1
191,q5_I've heard of Dask but I don't use it,
192,q5_I've heard of Dask but I don't use it,1
193,q5_I've heard of Dask but I don't use it,1
194,q5_I've heard of Dask but I don't use it,1
195,q5_I've heard of Dask but I don't use it,1
196,q5_I've heard of Dask but I don't use it,1
197,q5_I've heard of Dask but I don't use it,1
198,q5_I've heard of Dask but I don't use it,1
199,q5_I've heard of Dask but I don't use it,0
200,q5_I've heard of Dask but I don't use it,0
201,q5_I've heard of Dask but I don't use it,1
202,q5_I've heard of Dask but I don't use it,1
203,q5_I've heard of Dask but I don't use it,
204,q5_I've heard of Dask but I don't use it,0
205,q5_I've heard of Dask but I don't use it,1
206,q5_I've heard of Dask but I don't use it,1
207,q5_I've heard of Dask but I don't use it,1
208,q5_I've heard of Dask but I don't use it,1
209,q5_I've heard of Dask but I don't use it,1
210,q5_I've heard of Dask but I don't use it,1
211,q5_I've heard of Dask but I don't use it,1
212,q5_I've heard of Dask but I don't use it,1
213,q5_I've heard of Dask but I don't use it,1
214,q5_I've heard of Dask but I don't use it,1
215,q5_I've heard of Dask but I don't use it,
216,q5_I've heard of Dask but I don't use it,1
1,q5_I've heard of RAPIDS but I don't use it,0
2,q5_I've heard of RAPIDS but I don't use it,0
3,q5_I've heard of RAPIDS but I don't use it,1
4,q5_I've heard of RAPIDS but I don't use it,
5,q5_I've heard of RAPIDS but I don't use it,
6,q5_I've heard of RAPIDS but I don't use it,
7,q5_I've heard of RAPIDS but I don't use it,0
8,q5_I've heard of RAPIDS but I don't use it,
9,q5_I've heard of RAPIDS but I don't use it,1
10,q5_I've heard of RAPIDS but I don't use it,0
11,q5_I've heard of RAPIDS but I don't use it,0
12,q5_I've heard of RAPIDS but I don't use it,
13,q5_I've heard of RAPIDS but I don't use it,1
14,q5_I've heard of RAPIDS but I don't use it,
15,q5_I've heard of RAPIDS but I don't use it,
16,q5_I've heard of RAPIDS but I don't use it,0
17,q5_I've heard of RAPIDS but I don't use it,0
18,q5_I've heard of RAPIDS but I don't use it,0
19,q5_I've heard of RAPIDS but I don't use it,0
20,q5_I've heard of RAPIDS but I don't use it,0
21,q5_I've heard of RAPIDS but I don't use it,0
22,q5_I've heard of RAPIDS but I don't use it,0
23,q5_I've heard of RAPIDS but I don't use it,1
24,q5_I've heard of RAPIDS but I don't use it,1
25,q5_I've heard of RAPIDS but I don't use it,1
26,q5_I've heard of RAPIDS but I don't use it,
27,q5_I've heard of RAPIDS but I don't use it,0
28,q5_I've heard of RAPIDS but I don't use it,
29,q5_I've heard of RAPIDS but I don't use it,0
30,q5_I've heard of RAPIDS but I don't use it,0
31,q5_I've heard of RAPIDS but I don't use it,0
32,q5_I've heard of RAPIDS but I don't use it,0
33,q5_I've heard of RAPIDS but I don't use it,1
34,q5_I've heard of RAPIDS but I don't use it,1
35,q5_I've heard of RAPIDS but I don't use it,1
36,q5_I've heard of RAPIDS but I don't use it,1
37,q5_I've heard of RAPIDS but I don't use it,0
38,q5_I've heard of RAPIDS but I don't use it,1
39,q5_I've heard of RAPIDS but I don't use it,0
40,q5_I've heard of RAPIDS but I don't use it,0
41,q5_I've heard of RAPIDS but I don't use it,
42,q5_I've heard of RAPIDS but I don't use it,1
43,q5_I've heard of RAPIDS but I don't use it,1
44,q5_I've heard of RAPIDS but I don't use it,
45,q5_I've heard of RAPIDS but I don't use it,
46,q5_I've heard of RAPIDS but I don't use it,
47,q5_I've heard of RAPIDS but I don't use it,
48,q5_I've heard of RAPIDS but I don't use it,1
49,q5_I've heard of RAPIDS but I don't use it,1
50,q5_I've heard of RAPIDS but I don't use it,
51,q5_I've heard of RAPIDS but I don't use it,0
52,q5_I've heard of RAPIDS but I don't use it,0
53,q5_I've heard of RAPIDS but I don't use it,0
54,q5_I've heard of RAPIDS but I don't use it,1
55,q5_I've heard of RAPIDS but I don't use it,0
56,q5_I've heard of RAPIDS but I don't use it,1
57,q5_I've heard of RAPIDS but I don't use it,0
58,q5_I've heard of RAPIDS but I don't use it,0
59,q5_I've heard of RAPIDS but I don't use it,1
60,q5_I've heard of RAPIDS but I don't use it,1
61,q5_I've heard of RAPIDS but I don't use it,1
62,q5_I've heard of RAPIDS but I don't use it,0
63,q5_I've heard of RAPIDS but I don't use it,0
64,q5_I've heard of RAPIDS but I don't use it,0
65,q5_I've heard of RAPIDS but I don't use it,1
66,q5_I've heard of RAPIDS but I don't use it,
67,q5_I've heard of RAPIDS but I don't use it,1
68,q5_I've heard of RAPIDS but I don't use it,0
69,q5_I've heard of RAPIDS but I don't use it,1
70,q5_I've heard of RAPIDS but I don't use it,
71,q5_I've heard of RAPIDS but I don't use it,0
72,q5_I've heard of RAPIDS but I don't use it,1
73,q5_I've heard of RAPIDS but I don't use it,0
74,q5_I've heard of RAPIDS but I don't use it,0
75,q5_I've heard of RAPIDS but I don't use it,0
76,q5_I've heard of RAPIDS but I don't use it,0
77,q5_I've heard of RAPIDS but I don't use it,1
78,q5_I've heard of RAPIDS but I don't use it,1
79,q5_I've heard of RAPIDS but I don't use it,0
80,q5_I've heard of RAPIDS but I don't use it,
81,q5_I've heard of RAPIDS but I don't use it,0
82,q5_I've heard of RAPIDS but I don't use it,0
83,q5_I've heard of RAPIDS but I don't use it,0
84,q5_I've heard of RAPIDS but I don't use it,
85,q5_I've heard of RAPIDS but I don't use it,1
86,q5_I've heard of RAPIDS but I don't use it,0
87,q5_I've heard of RAPIDS but I don't use it,0
88,q5_I've heard of RAPIDS but I don't use it,0
89,q5_I've heard of RAPIDS but I don't use it,0
90,q5_I've heard of RAPIDS but I don't use it,1
91,q5_I've heard of RAPIDS but I don't use it,1
92,q5_I've heard of RAPIDS but I don't use it,1
93,q5_I've heard of RAPIDS but I don't use it,0
94,q5_I've heard of RAPIDS but I don't use it,0
95,q5_I've heard of RAPIDS but I don't use it,
96,q5_I've heard of RAPIDS but I don't use it,1
97,q5_I've heard of RAPIDS but I don't use it,0
98,q5_I've heard of RAPIDS but I don't use it,0
99,q5_I've heard of RAPIDS but I don't use it,
100,q5_I've heard of RAPIDS but I don't use it,0
101,q5_I've heard of RAPIDS but I don't use it,0
102,q5_I've heard of RAPIDS but I don't use it,1
103,q5_I've heard of RAPIDS but I don't use it,
104,q5_I've heard of RAPIDS but I don't use it,
105,q5_I've heard of RAPIDS but I don't use it,0
106,q5_I've heard of RAPIDS but I don't use it,0
107,q5_I've heard of RAPIDS but I don't use it,1
108,q5_I've heard of RAPIDS but I don't use it,1
109,q5_I've heard of RAPIDS but I don't use it,0
110,q5_I've heard of RAPIDS but I don't use it,1
111,q5_I've heard of RAPIDS but I don't use it,1
112,q5_I've heard of RAPIDS but I don't use it,1
113,q5_I've heard of RAPIDS but I don't use it,0
114,q5_I've heard of RAPIDS but I don't use it,0
115,q5_I've heard of RAPIDS but I don't use it,0
116,q5_I've heard of RAPIDS but I don't use it,0
117,q5_I've heard of RAPIDS but I don't use it,0
118,q5_I've heard of RAPIDS but I don't use it,0
119,q5_I've heard of RAPIDS but I don't use it,
120,q5_I've heard of RAPIDS but I don't use it,1
121,q5_I've heard of RAPIDS but I don't use it,
122,q5_I've heard of RAPIDS but I don't use it,
123,q5_I've heard of RAPIDS but I don't use it,1
124,q5_I've heard of RAPIDS but I don't use it,1
125,q5_I've heard of RAPIDS but I don't use it,0
126,q5_I've heard of RAPIDS but I don't use it,
127,q5_I've heard of RAPIDS but I don't use it,0
128,q5_I've heard of RAPIDS but I don't use it,1
129,q5_I've heard of RAPIDS but I don't use it,1
130,q5_I've heard of RAPIDS but I don't use it,0
131,q5_I've heard of RAPIDS but I don't use it,1
132,q5_I've heard of RAPIDS but I don't use it,1
133,q5_I've heard of RAPIDS but I don't use it,
134,q5_I've heard of RAPIDS but I don't use it,1
135,q5_I've heard of RAPIDS but I don't use it,0
136,q5_I've heard of RAPIDS but I don't use it,0
137,q5_I've heard of RAPIDS but I don't use it,0
138,q5_I've heard of RAPIDS but I don't use it,0
139,q5_I've heard of RAPIDS but I don't use it,0
140,q5_I've heard of RAPIDS but I don't use it,0
141,q5_I've heard of RAPIDS but I don't use it,0
142,q5_I've heard of RAPIDS but I don't use it,0
143,q5_I've heard of RAPIDS but I don't use it,0
144,q5_I've heard of RAPIDS but I don't use it,1
145,q5_I've heard of RAPIDS but I don't use it,
146,q5_I've heard of RAPIDS but I don't use it,0
147,q5_I've heard of RAPIDS but I don't use it,0
148,q5_I've heard of RAPIDS but I don't use it,0
149,q5_I've heard of RAPIDS but I don't use it,0
150,q5_I've heard of RAPIDS but I don't use it,
151,q5_I've heard of RAPIDS but I don't use it,1
152,q5_I've heard of RAPIDS but I don't use it,1
153,q5_I've heard of RAPIDS but I don't use it,
154,q5_I've heard of RAPIDS but I don't use it,1
155,q5_I've heard of RAPIDS but I don't use it,
156,q5_I've heard of RAPIDS but I don't use it,0
157,q5_I've heard of RAPIDS but I don't use it,1
158,q5_I've heard of RAPIDS but I don't use it,1
159,q5_I've heard of RAPIDS but I don't use it,0
160,q5_I've heard of RAPIDS but I don't use it,1
161,q5_I've heard of RAPIDS but I don't use it,
162,q5_I've heard of RAPIDS but I don't use it,
163,q5_I've heard of RAPIDS but I don't use it,1
164,q5_I've heard of RAPIDS but I don't use it,0
165,q5_I've heard of RAPIDS but I don't use it,0
166,q5_I've heard of RAPIDS but I don't use it,1
167,q5_I've heard of RAPIDS but I don't use it,1
168,q5_I've heard of RAPIDS but I don't use it,1
169,q5_I've heard of RAPIDS but I don't use it,1
170,q5_I've heard of RAPIDS but I don't use it,1
171,q5_I've heard of RAPIDS but I don't use it,0
172,q5_I've heard of RAPIDS but I don't use it,0
173,q5_I've heard of RAPIDS but I don't use it,1
174,q5_I've heard of RAPIDS but I don't use it,1
175,q5_I've heard of RAPIDS but I don't use it,1
176,q5_I've heard of RAPIDS but I don't use it,0
177,q5_I've heard of RAPIDS but I don't use it,1
178,q5_I've heard of RAPIDS but I don't use it,
179,q5_I've heard of RAPIDS but I don't use it,1
180,q5_I've heard of RAPIDS but I don't use it,0
181,q5_I've heard of RAPIDS but I don't use it,0
182,q5_I've heard of RAPIDS but I don't use it,1
183,q5_I've heard of RAPIDS but I don't use it,1
184,q5_I've heard of RAPIDS but I don't use it,0
185,q5_I've heard of RAPIDS but I don't use it,0
186,q5_I've heard of RAPIDS but I don't use it,1
187,q5_I've heard of RAPIDS but I don't use it,1
188,q5_I've heard of RAPIDS but I don't use it,1
189,q5_I've heard of RAPIDS but I don't use it,0
190,q5_I've heard of RAPIDS but I don't use it,1
191,q5_I've heard of RAPIDS but I don't use it,
192,q5_I've heard of RAPIDS but I don't use it,1
193,q5_I've heard of RAPIDS but I don't use it,0
194,q5_I've heard of RAPIDS but I don't use it,0
195,q5_I've heard of RAPIDS but I don't use it,0
196,q5_I've heard of RAPIDS but I don't use it,1
197,q5_I've heard of RAPIDS but I don't use it,0
198,q5_I've heard of RAPIDS but I don't use it,0
199,q5_I've heard of RAPIDS but I don't use it,1
200,q5_I've heard of RAPIDS but I don't use it,1
201,q5_I've heard of RAPIDS but I don't use it,0
202,q5_I've heard of RAPIDS but I don't use it,1
203,q5_I've heard of RAPIDS but I don't use it,
204,q5_I've heard of RAPIDS but I don't use it,1
205,q5_I've heard of RAPIDS but I don't use it,0
206,q5_I've heard of RAPIDS but I don't use it,1
207,q5_I've heard of RAPIDS but I don't use it,1
208,q5_I've heard of RAPIDS but I don't use it,0
209,q5_I've heard of RAPIDS but I don't use it,1
210,q5_I've heard of RAPIDS but I don't use it,1
211,q5_I've heard of RAPIDS but I don't use it,0
212,q5_I've heard of RAPIDS but I don't use it,0
213,q5_I've heard of RAPIDS but I don't use it,0
214,q5_I've heard of RAPIDS but I don't use it,0
215,q5_I've heard of RAPIDS but I don't use it,
216,q5_I've heard of RAPIDS but I don't use it,0
1,q5_RAPIDS,0
2,q5_RAPIDS,0
3,q5_RAPIDS,0
4,q5_RAPIDS,
5,q5_RAPIDS,
6,q5_RAPIDS,
7,q5_RAPIDS,0
8,q5_RAPIDS,
9,q5_RAPIDS,0
10,q5_RAPIDS,0
11,q5_RAPIDS,0
12,q5_RAPIDS,
13,q5_RAPIDS,0
14,q5_RAPIDS,
15,q5_RAPIDS,
16,q5_RAPIDS,0
17,q5_RAPIDS,0
18,q5_RAPIDS,1
19,q5_RAPIDS,0
20,q5_RAPIDS,0
21,q5_RAPIDS,0
22,q5_RAPIDS,0
23,q5_RAPIDS,0
24,q5_RAPIDS,0
25,q5_RAPIDS,0
26,q5_RAPIDS,
27,q5_RAPIDS,0
28,q5_RAPIDS,
29,q5_RAPIDS,0
30,q5_RAPIDS,0
31,q5_RAPIDS,0
32,q5_RAPIDS,0
33,q5_RAPIDS,0
34,q5_RAPIDS,0
35,q5_RAPIDS,0
36,q5_RAPIDS,0
37,q5_RAPIDS,0
38,q5_RAPIDS,0
39,q5_RAPIDS,0
40,q5_RAPIDS,0
41,q5_RAPIDS,
42,q5_RAPIDS,0
43,q5_RAPIDS,0
44,q5_RAPIDS,
45,q5_RAPIDS,
46,q5_RAPIDS,
47,q5_RAPIDS,
48,q5_RAPIDS,0
49,q5_RAPIDS,0
50,q5_RAPIDS,
51,q5_RAPIDS,0
52,q5_RAPIDS,0
53,q5_RAPIDS,0
54,q5_RAPIDS,0
55,q5_RAPIDS,0
56,q5_RAPIDS,0
57,q5_RAPIDS,0
58,q5_RAPIDS,1
59,q5_RAPIDS,0
60,q5_RAPIDS,0
61,q5_RAPIDS,0
62,q5_RAPIDS,0
63,q5_RAPIDS,0
64,q5_RAPIDS,0
65,q5_RAPIDS,0
66,q5_RAPIDS,
67,q5_RAPIDS,0
68,q5_RAPIDS,0
69,q5_RAPIDS,0
70,q5_RAPIDS,
71,q5_RAPIDS,0
72,q5_RAPIDS,0
73,q5_RAPIDS,0
74,q5_RAPIDS,0
75,q5_RAPIDS,0
76,q5_RAPIDS,0
77,q5_RAPIDS,0
78,q5_RAPIDS,0
79,q5_RAPIDS,0
80,q5_RAPIDS,
81,q5_RAPIDS,0
82,q5_RAPIDS,0
83,q5_RAPIDS,0
84,q5_RAPIDS,
85,q5_RAPIDS,0
86,q5_RAPIDS,0
87,q5_RAPIDS,0
88,q5_RAPIDS,0
89,q5_RAPIDS,0
90,q5_RAPIDS,0
91,q5_RAPIDS,0
92,q5_RAPIDS,0
93,q5_RAPIDS,0
94,q5_RAPIDS,0
95,q5_RAPIDS,
96,q5_RAPIDS,0
97,q5_RAPIDS,0
98,q5_RAPIDS,0
99,q5_RAPIDS,
100,q5_RAPIDS,0
101,q5_RAPIDS,0
102,q5_RAPIDS,0
103,q5_RAPIDS,
104,q5_RAPIDS,
105,q5_RAPIDS,0
106,q5_RAPIDS,0
107,q5_RAPIDS,0
108,q5_RAPIDS,0
109,q5_RAPIDS,0
110,q5_RAPIDS,0
111,q5_RAPIDS,0
112,q5_RAPIDS,0
113,q5_RAPIDS,0
114,q5_RAPIDS,0
115,q5_RAPIDS,0
116,q5_RAPIDS,0
117,q5_RAPIDS,0
118,q5_RAPIDS,0
119,q5_RAPIDS,
120,q5_RAPIDS,0
121,q5_RAPIDS,
122,q5_RAPIDS,
123,q5_RAPIDS,0
124,q5_RAPIDS,0
125,q5_RAPIDS,0
126,q5_RAPIDS,
127,q5_RAPIDS,1
128,q5_RAPIDS,0
129,q5_RAPIDS,0
130,q5_RAPIDS,0
131,q5_RAPIDS,0
132,q5_RAPIDS,0
133,q5_RAPIDS,
134,q5_RAPIDS,0
135,q5_RAPIDS,0
136,q5_RAPIDS,0
137,q5_RAPIDS,0
138,q5_RAPIDS,0
139,q5_RAPIDS,0
140,q5_RAPIDS,0
141,q5_RAPIDS,0
142,q5_RAPIDS,0
143,q5_RAPIDS,0
144,q5_RAPIDS,0
145,q5_RAPIDS,
146,q5_RAPIDS,0
147,q5_RAPIDS,1
148,q5_RAPIDS,0
149,q5_RAPIDS,0
150,q5_RAPIDS,
151,q5_RAPIDS,0
152,q5_RAPIDS,0
153,q5_RAPIDS,
154,q5_RAPIDS,0
155,q5_RAPIDS,
156,q5_RAPIDS,0
157,q5_RAPIDS,0
158,q5_RAPIDS,0
159,q5_RAPIDS,0
160,q5_RAPIDS,0
161,q5_RAPIDS,
162,q5_RAPIDS,
163,q5_RAPIDS,0
164,q5_RAPIDS,1
165,q5_RAPIDS,0
166,q5_RAPIDS,0
167,q5_RAPIDS,0
168,q5_RAPIDS,0
169,q5_RAPIDS,0
170,q5_RAPIDS,0
171,q5_RAPIDS,0
172,q5_RAPIDS,0
173,q5_RAPIDS,0
174,q5_RAPIDS,0
175,q5_RAPIDS,0
176,q5_RAPIDS,0
177,q5_RAPIDS,0
178,q5_RAPIDS,
179,q5_RAPIDS,0
180,q5_RAPIDS,0
181,q5_RAPIDS,0
182,q5_RAPIDS,0
183,q5_RAPIDS,0
184,q5_RAPIDS,0
185,q5_RAPIDS,0
186,q5_RAPIDS,0
187,q5_RAPIDS,0
188,q5_RAPIDS,0
189,q5_RAPIDS,0
190,q5_RAPIDS,0
191,q5_RAPIDS,
192,q5_RAPIDS,0
193,q5_RAPIDS,0
194,q5_RAPIDS,0
195,q5_RAPIDS,0
196,q5_RAPIDS,0
197,q5_RAPIDS,0
198,q5_RAPIDS,0
199,q5_RAPIDS,0
200,q5_RAPIDS,0
201,q5_RAPIDS,0
202,q5_RAPIDS,0
203,q5_RAPIDS,
204,q5_RAPIDS,0
205,q5_RAPIDS,0
206,q5_RAPIDS,0
207,q5_RAPIDS,0
208,q5_RAPIDS,0
209,q5_RAPIDS,0
210,q5_RAPIDS,0
211,q5_RAPIDS,0
212,q5_RAPIDS,0
213,q5_RAPIDS,0
214,q5_RAPIDS,0
215,q5_RAPIDS,
216,q5_RAPIDS,0
1,q6_AWS Marketplace,
2,q6_AWS Marketplace,0
3,q6_AWS Marketplace,0
4,q6_AWS Marketplace,
5,q6_AWS Marketplace,0
6,q6_AWS Marketplace,0
7,q6_AWS Marketplace,0
8,q6_AWS Marketplace,0
9,q6_AWS Marketplace,0
10,q6_AWS Marketplace,1
11,q6_AWS Marketplace,0
12,q6_AWS Marketplace,0
13,q6_AWS Marketplace,0
14,q6_AWS Marketplace,0
15,q6_AWS Marketplace,1
16,q6_AWS Marketplace,0
17,q6_AWS Marketplace,1
18,q6_AWS Marketplace,0
19,q6_AWS Marketplace,0
20,q6_AWS Marketplace,0
21,q6_AWS Marketplace,0
22,q6_AWS Marketplace,1
23,q6_AWS Marketplace,1
24,q6_AWS Marketplace,0
25,q6_AWS Marketplace,1
26,q6_AWS Marketplace,1
27,q6_AWS Marketplace,0
28,q6_AWS Marketplace,0
29,q6_AWS Marketplace,0
30,q6_AWS Marketplace,0
31,q6_AWS Marketplace,1
32,q6_AWS Marketplace,0
33,q6_AWS Marketplace,0
34,q6_AWS Marketplace,1
35,q6_AWS Marketplace,0
36,q6_AWS Marketplace,0
37,q6_AWS Marketplace,0
38,q6_AWS Marketplace,0
39,q6_AWS Marketplace,0
40,q6_AWS Marketplace,0
41,q6_AWS Marketplace,1
42,q6_AWS Marketplace,1
43,q6_AWS Marketplace,0
44,q6_AWS Marketplace,1
45,q6_AWS Marketplace,
46,q6_AWS Marketplace,1
47,q6_AWS Marketplace,0
48,q6_AWS Marketplace,0
49,q6_AWS Marketplace,0
50,q6_AWS Marketplace,0
51,q6_AWS Marketplace,0
52,q6_AWS Marketplace,0
53,q6_AWS Marketplace,0
54,q6_AWS Marketplace,0
55,q6_AWS Marketplace,0
56,q6_AWS Marketplace,1
57,q6_AWS Marketplace,0
58,q6_AWS Marketplace,
59,q6_AWS Marketplace,0
60,q6_AWS Marketplace,0
61,q6_AWS Marketplace,0
62,q6_AWS Marketplace,1
63,q6_AWS Marketplace,0
64,q6_AWS Marketplace,1
65,q6_AWS Marketplace,1
66,q6_AWS Marketplace,0
67,q6_AWS Marketplace,0
68,q6_AWS Marketplace,0
69,q6_AWS Marketplace,1
70,q6_AWS Marketplace,0
71,q6_AWS Marketplace,1
72,q6_AWS Marketplace,1
73,q6_AWS Marketplace,0
74,q6_AWS Marketplace,0
75,q6_AWS Marketplace,1
76,q6_AWS Marketplace,0
77,q6_AWS Marketplace,0
78,q6_AWS Marketplace,
79,q6_AWS Marketplace,0
80,q6_AWS Marketplace,0
81,q6_AWS Marketplace,0
82,q6_AWS Marketplace,0
83,q6_AWS Marketplace,0
84,q6_AWS Marketplace,0
85,q6_AWS Marketplace,1
86,q6_AWS Marketplace,1
87,q6_AWS Marketplace,1
88,q6_AWS Marketplace,0
89,q6_AWS Marketplace,1
90,q6_AWS Marketplace,1
91,q6_AWS Marketplace,0
92,q6_AWS Marketplace,0
93,q6_AWS Marketplace,1
94,q6_AWS Marketplace,0
95,q6_AWS Marketplace,
96,q6_AWS Marketplace,0
97,q6_AWS Marketplace,1
98,q6_AWS Marketplace,1
99,q6_AWS Marketplace,1
100,q6_AWS Marketplace,0
101,q6_AWS Marketplace,1
102,q6_AWS Marketplace,1
103,q6_AWS Marketplace,0
104,q6_AWS Marketplace,0
105,q6_AWS Marketplace,1
106,q6_AWS Marketplace,0
107,q6_AWS Marketplace,0
108,q6_AWS Marketplace,0
109,q6_AWS Marketplace,0
110,q6_AWS Marketplace,0
111,q6_AWS Marketplace,0
112,q6_AWS Marketplace,1
113,q6_AWS Marketplace,0
114,q6_AWS Marketplace,0
115,q6_AWS Marketplace,0
116,q6_AWS Marketplace,0
117,q6_AWS Marketplace,0
118,q6_AWS Marketplace,0
119,q6_AWS Marketplace,0
120,q6_AWS Marketplace,1
121,q6_AWS Marketplace,1
122,q6_AWS Marketplace,1
123,q6_AWS Marketplace,0
124,q6_AWS Marketplace,1
125,q6_AWS Marketplace,1
126,q6_AWS Marketplace,0
127,q6_AWS Marketplace,1
128,q6_AWS Marketplace,0
129,q6_AWS Marketplace,0
130,q6_AWS Marketplace,0
131,q6_AWS Marketplace,1
132,q6_AWS Marketplace,0
133,q6_AWS Marketplace,0
134,q6_AWS Marketplace,0
135,q6_AWS Marketplace,1
136,q6_AWS Marketplace,1
137,q6_AWS Marketplace,0
138,q6_AWS Marketplace,0
139,q6_AWS Marketplace,0
140,q6_AWS Marketplace,1
141,q6_AWS Marketplace,1
142,q6_AWS Marketplace,1
143,q6_AWS Marketplace,1
144,q6_AWS Marketplace,0
145,q6_AWS Marketplace,1
146,q6_AWS Marketplace,0
147,q6_AWS Marketplace,1
148,q6_AWS Marketplace,0
149,q6_AWS Marketplace,0
150,q6_AWS Marketplace,0
151,q6_AWS Marketplace,0
152,q6_AWS Marketplace,0
153,q6_AWS Marketplace,
154,q6_AWS Marketplace,0
155,q6_AWS Marketplace,0
156,q6_AWS Marketplace,0
157,q6_AWS Marketplace,0
158,q6_AWS Marketplace,1
159,q6_AWS Marketplace,1
160,q6_AWS Marketplace,1
161,q6_AWS Marketplace,0
162,q6_AWS Marketplace,1
163,q6_AWS Marketplace,1
164,q6_AWS Marketplace,0
165,q6_AWS Marketplace,1
166,q6_AWS Marketplace,1
167,q6_AWS Marketplace,0
168,q6_AWS Marketplace,0
169,q6_AWS Marketplace,0
170,q6_AWS Marketplace,0
171,q6_AWS Marketplace,1
172,q6_AWS Marketplace,0
173,q6_AWS Marketplace,0
174,q6_AWS Marketplace,0
175,q6_AWS Marketplace,0
176,q6_AWS Marketplace,0
177,q6_AWS Marketplace,0
178,q6_AWS Marketplace,0
179,q6_AWS Marketplace,0
180,q6_AWS Marketplace,0
181,q6_AWS Marketplace,1
182,q6_AWS Marketplace,1
183,q6_AWS Marketplace,0
184,q6_AWS Marketplace,0
185,q6_AWS Marketplace,0
186,q6_AWS Marketplace,1
187,q6_AWS Marketplace,1
188,q6_AWS Marketplace,0
189,q6_AWS Marketplace,1
190,q6_AWS Marketplace,0
191,q6_AWS Marketplace,0
192,q6_AWS Marketplace,0
193,q6_AWS Marketplace,1
194,q6_AWS Marketplace,1
195,q6_AWS Marketplace,0
196,q6_AWS Marketplace,1
197,q6_AWS Marketplace,0
198,q6_AWS Marketplace,1
199,q6_AWS Marketplace,0
200,q6_AWS Marketplace,1
201,q6_AWS Marketplace,1
202,q6_AWS Marketplace,0
203,q6_AWS Marketplace,0
204,q6_AWS Marketplace,0
205,q6_AWS Marketplace,1
206,q6_AWS Marketplace,0
207,q6_AWS Marketplace,0
208,q6_AWS Marketplace,0
209,q6_AWS Marketplace,0
210,q6_AWS Marketplace,0
211,q6_AWS Marketplace,0
212,q6_AWS Marketplace,0
213,q6_AWS Marketplace,0
214,q6_AWS Marketplace,0
215,q6_AWS Marketplace,0
216,q6_AWS Marketplace,1
1,q6_Azure Marketplace,
2,q6_Azure Marketplace,0
3,q6_Azure Marketplace,0
4,q6_Azure Marketplace,
5,q6_Azure Marketplace,0
6,q6_Azure Marketplace,0
7,q6_Azure Marketplace,0
8,q6_Azure Marketplace,0
9,q6_Azure Marketplace,0
10,q6_Azure Marketplace,0
11,q6_Azure Marketplace,0
12,q6_Azure Marketplace,0
13,q6_Azure Marketplace,0
14,q6_Azure Marketplace,0
15,q6_Azure Marketplace,0
16,q6_Azure Marketplace,0
17,q6_Azure Marketplace,0
18,q6_Azure Marketplace,1
19,q6_Azure Marketplace,0
20,q6_Azure Marketplace,0
21,q6_Azure Marketplace,0
22,q6_Azure Marketplace,0
23,q6_Azure Marketplace,0
24,q6_Azure Marketplace,0
25,q6_Azure Marketplace,1
26,q6_Azure Marketplace,0
27,q6_Azure Marketplace,0
28,q6_Azure Marketplace,0
29,q6_Azure Marketplace,0
30,q6_Azure Marketplace,0
31,q6_Azure Marketplace,0
32,q6_Azure Marketplace,0
33,q6_Azure Marketplace,0
34,q6_Azure Marketplace,0
35,q6_Azure Marketplace,0
36,q6_Azure Marketplace,0
37,q6_Azure Marketplace,0
38,q6_Azure Marketplace,0
39,q6_Azure Marketplace,0
40,q6_Azure Marketplace,0
41,q6_Azure Marketplace,0
42,q6_Azure Marketplace,1
43,q6_Azure Marketplace,0
44,q6_Azure Marketplace,0
45,q6_Azure Marketplace,
46,q6_Azure Marketplace,0
47,q6_Azure Marketplace,0
48,q6_Azure Marketplace,0
49,q6_Azure Marketplace,0
50,q6_Azure Marketplace,0
51,q6_Azure Marketplace,0
52,q6_Azure Marketplace,0
53,q6_Azure Marketplace,0
54,q6_Azure Marketplace,0
55,q6_Azure Marketplace,0
56,q6_Azure Marketplace,0
57,q6_Azure Marketplace,0
58,q6_Azure Marketplace,
59,q6_Azure Marketplace,0
60,q6_Azure Marketplace,0
61,q6_Azure Marketplace,0
62,q6_Azure Marketplace,1
63,q6_Azure Marketplace,0
64,q6_Azure Marketplace,1
65,q6_Azure Marketplace,1
66,q6_Azure Marketplace,0
67,q6_Azure Marketplace,0
68,q6_Azure Marketplace,0
69,q6_Azure Marketplace,1
70,q6_Azure Marketplace,0
71,q6_Azure Marketplace,0
72,q6_Azure Marketplace,1
73,q6_Azure Marketplace,0
74,q6_Azure Marketplace,0
75,q6_Azure Marketplace,0
76,q6_Azure Marketplace,1
77,q6_Azure Marketplace,1
78,q6_Azure Marketplace,
79,q6_Azure Marketplace,0
80,q6_Azure Marketplace,0
81,q6_Azure Marketplace,0
82,q6_Azure Marketplace,0
83,q6_Azure Marketplace,1
84,q6_Azure Marketplace,0
85,q6_Azure Marketplace,0
86,q6_Azure Marketplace,0
87,q6_Azure Marketplace,0
88,q6_Azure Marketplace,0
89,q6_Azure Marketplace,0
90,q6_Azure Marketplace,0
91,q6_Azure Marketplace,0
92,q6_Azure Marketplace,0
93,q6_Azure Marketplace,0
94,q6_Azure Marketplace,0
